temperatura,humidade,data,rega_necessaria_min
39.4,72.3,2025-05-16 12:52:00.800018,9
10.3,16.4,2025-05-16 13:06:00.500090,3
36.3,55.5,2025-05-16 13:25:00.400043,15
35.1,52.4,2025-05-16 13:56:00.400017,15
15.6,35.4,2025-05-16 13:57:00.200091,3
36.5,34.6,2025-05-16 14:09:00.500073,18
35.7,44.2,2025-05-16 14:20:00.100028,15
38.5,22.7,2025-05-16 14:23:00.300040,18
10.2,71.0,2025-05-16 14:51:00.800009,0
28.0,28.1,2025-05-16 15:07:00.200056,6
45.1,34.6,2025-05-16 15:09:00.900091,51
21.1,28.0,2025-05-16 15:11:00.700023,3
19.4,53.8,2025-05-16 15:43:00.500065,0
14.8,78.4,2025-05-16 15:45:00.600086,0
19.7,74.9,2025-05-16 15:48:00.000099,0
10.4,43.6,2025-05-16 15:51:00.000038,0
0.4,77.5,2025-05-16 15:52:00.920005,0
31.3,82.8,2025-05-16 15:54:00.200062,0
22.8,81.2,2025-05-16 16:02:00.100049,0
32.4,10.3,2025-05-16 16:04:00.600032,10
12.7,54.0,2025-05-16 16:10:00.600089,0
30.9,15.8,2025-05-16 16:14:00.800012,10
35.3,58.4,2025-05-16 16:23:00.300029,15
26.3,36.0,2025-05-16 16:26:00.100019,6
29.7,12.4,2025-05-16 16:28:00.500083,8
3.2,75.3,2025-05-16 16:34:00.210008,0
16.1,40.9,2025-05-16 16:48:00.900005,0
10.4,49.7,2025-05-16 16:51:00.900009,0
2.6,36.7,2025-05-16 16:52:00.810003,1
26.4,51.4,2025-05-16 17:14:00.100022,3
50.0,44.6,2025-05-16 17:20:00.200043,48
19.3,54.8,2025-05-16 17:36:00.800085,0
9.5,88.0,2025-05-16 17:42:00.580006,0
28.6,27.1,2025-05-16 17:46:00.500017,6
39.7,13.1,2025-05-16 17:58:00.000020,20
49.1,87.0,2025-05-16 18:17:00.100089,40
29.0,19.9,2025-05-16 18:21:00.200024,8
10.8,34.9,2025-05-16 18:52:00.900014,1
12.1,54.3,2025-05-16 18:56:00.600014,0
47.2,49.5,2025-05-16 19:11:00.800055,48
33.1,71.3,2025-05-16 19:19:00.400065,0
43.6,13.0,2025-05-16 19:32:00.000098,53
20.2,79.8,2025-05-16 19:43:00.800029,0
40.7,92.5,2025-05-16 19:48:00.300062,40
35.1,31.8,2025-05-16 19:55:00.900096,18
25.3,12.9,2025-05-16 20:18:00.000082,8
32.3,59.3,2025-05-16 20:25:00.600092,5
33.3,92.8,2025-05-16 20:36:00.600063,0
34.4,38.5,2025-05-16 20:46:00.000055,8
9.9,86.1,2025-05-16 20:53:00.700001,0
9.7,24.4,2025-05-16 21:00:00.920009,1
10.3,55.3,2025-05-16 21:29:00.000021,0
6.2,93.5,2025-05-16 21:30:00.570009,0
48.3,96.7,2025-05-16 21:43:00.100084,40
2.0,94.2,2025-05-16 21:47:00.520001,0
49.9,93.9,2025-05-16 21:49:00.500077,40
33.5,72.4,2025-05-16 21:52:00.200063,0
6.1,87.8,2025-05-16 22:06:00.220004,0
3.0,38.3,2025-05-16 22:11:00.630004,1
49.6,47.6,2025-05-16 22:13:00.000037,48
6.6,96.3,2025-05-16 22:14:00.120002,0
49.2,26.6,2025-05-16 22:24:00.800029,51
43.2,44.7,2025-05-16 22:25:00.100055,48
19.1,33.4,2025-05-16 22:34:00.900005,3
2.2,33.9,2025-05-16 23:09:00.300000,1
2.7,92.3,2025-05-16 23:31:00.830002,0
33.1,88.9,2025-05-16 23:36:00.900093,0
35.9,21.7,2025-05-16 23:41:00.000066,18
47.0,90.1,2025-05-16 23:43:00.900004,40
17.4,19.9,2025-05-16 23:53:00.600044,5
35.2,74.8,2025-05-16 23:56:00.800073,9
44.8,14.7,2025-05-17 00:10:00.300093,53
7.1,63.2,2025-05-17 00:30:00.650001,0
31.0,13.0,2025-05-17 00:52:00.500093,10
19.8,62.0,2025-05-17 01:11:00.500069,0
36.9,38.1,2025-05-17 01:20:00.600060,18
24.2,82.5,2025-05-17 01:23:00.400004,0
47.7,30.5,2025-05-17 01:38:00.400048,51
12.7,93.6,2025-05-17 01:45:00.100030,0
19.8,73.9,2025-05-17 01:55:00.000068,0
30.6,35.4,2025-05-17 02:14:00.300044,8
32.7,68.3,2025-05-17 02:18:00.700061,0
29.6,18.9,2025-05-17 02:22:00.300019,8
49.8,45.6,2025-05-17 02:28:00.100076,48
31.9,88.8,2025-05-17 02:29:00.500083,0
21.2,78.9,2025-05-17 02:38:00.500028,0
48.6,41.9,2025-05-17 02:55:00.800040,48
20.3,90.6,2025-05-17 03:04:00.100059,0
8.0,12.5,2025-05-17 03:18:00.580001,3
45.4,83.1,2025-05-17 03:23:00.600024,40
48.6,15.2,2025-05-17 03:24:00.700043,53
7.8,19.4,2025-05-17 03:32:00.530002,3
34.2,63.9,2025-05-17 03:43:00.100034,0
18.0,15.1,2025-05-17 04:57:00.700074,5
32.0,60.7,2025-05-17 05:02:00.100010,0
5.6,90.9,2025-05-17 05:07:00.990008,0
9.9,76.2,2025-05-17 05:53:00.750007,0
44.3,61.6,2025-05-17 05:54:00.200082,42
12.3,37.5,2025-05-17 06:00:00.500019,1
44.3,36.5,2025-05-17 06:01:00.900068,51
37.3,98.1,2025-05-17 06:25:00.700095,7
50.0,57.5,2025-05-17 06:37:00.700018,48
41.3,98.1,2025-05-17 06:49:00.100093,40
18.7,32.5,2025-05-17 06:50:00.900066,3
5.7,22.5,2025-05-17 07:02:00.040006,1
42.7,62.4,2025-05-17 07:08:00.900077,42
43.7,80.3,2025-05-17 07:11:00.300041,40
33.7,64.2,2025-05-17 07:15:00.200041,0
2.4,87.6,2025-05-17 07:22:00.520001,0
20.9,59.8,2025-05-17 07:23:00.300069,0
1.1,93.3,2025-05-17 07:29:00.800000,0
45.1,58.4,2025-05-17 07:46:00.900002,48
28.9,72.7,2025-05-17 07:54:00.100030,0
13.2,29.8,2025-05-17 08:05:00.200069,1
33.7,19.3,2025-05-17 08:13:00.900039,10
22.7,53.9,2025-05-17 08:24:00.800013,0
19.1,26.5,2025-05-17 08:30:00.000060,3
17.8,40.0,2025-05-17 08:49:00.100063,0
25.0,70.0,2025-05-17 09:19:00.500024,0
48.4,22.8,2025-05-17 09:24:00.200071,51
43.7,35.3,2025-05-17 10:23:00.700019,51
29.6,58.7,2025-05-17 10:32:00.700057,3
27.8,74.4,2025-05-17 10:39:00.100032,0
19.1,38.4,2025-05-17 10:43:00.200043,3
42.6,29.6,2025-05-17 10:45:00.900084,51
9.0,11.4,2025-05-17 10:54:00.800005,3
10.5,56.1,2025-05-17 11:08:00.900097,0
26.9,32.6,2025-05-17 11:11:00.400033,6
3.6,76.3,2025-05-17 11:18:00.030007,0
37.9,98.8,2025-05-17 11:20:00.800070,7
45.0,92.4,2025-05-17 11:24:00.500067,40
39.9,64.8,2025-05-17 11:52:00.300018,9
6.4,65.4,2025-05-17 12:15:00.500009,0
2.8,88.8,2025-05-17 12:27:00.370005,0
24.1,72.1,2025-05-17 12:32:00.500059,0
2.6,57.5,2025-05-17 12:35:00.610006,0
15.1,35.4,2025-05-17 12:40:00.400073,3
19.5,10.1,2025-05-17 12:53:00.000058,5
23.3,53.3,2025-05-17 13:16:00.500088,0
43.2,49.9,2025-05-17 13:28:00.900039,48
18.2,98.5,2025-05-17 13:36:00.400098,0
28.6,52.1,2025-05-17 13:42:00.200017,3
24.8,82.0,2025-05-17 13:46:00.800094,0
17.0,44.6,2025-05-17 13:47:00.500066,0
37.8,16.5,2025-05-17 13:50:00.500066,20
43.3,48.3,2025-05-17 13:55:00.100028,48
29.1,77.4,2025-05-17 13:57:00.900003,0
13.3,89.2,2025-05-17 14:07:00.300082,0
49.0,54.0,2025-05-17 14:21:00.300087,48
46.8,10.1,2025-05-17 14:24:00.000084,53
44.7,37.7,2025-05-17 14:41:00.500009,51
15.6,30.3,2025-05-17 14:50:00.700025,3
15.9,29.0,2025-05-17 14:53:00.600026,3
45.3,90.0,2025-05-17 15:06:00.400036,40
5.1,22.7,2025-05-17 15:09:00.820005,1
43.1,45.5,2025-05-17 15:10:00.200092,48
8.5,55.4,2025-05-17 15:11:00.040008,0
20.8,29.5,2025-05-17 15:22:00.000066,3
36.0,66.2,2025-05-17 15:27:00.700086,9
5.0,92.4,2025-05-17 15:32:00.120008,0
27.9,32.3,2025-05-17 15:33:00.000028,6
10.3,22.1,2025-05-17 15:58:00.300042,1
21.2,22.1,2025-05-17 16:08:00.500044,3
20.8,23.2,2025-05-17 16:29:00.100018,3
32.8,79.9,2025-05-17 16:38:00.600091,0
27.5,70.5,2025-05-17 16:40:00.900036,0
46.9,66.8,2025-05-17 16:54:00.600062,42
18.2,50.0,2025-05-17 16:55:00.100032,0
43.0,21.6,2025-05-17 17:11:00.300026,51
16.3,61.4,2025-05-17 17:18:00.100084,0
33.8,78.0,2025-05-17 17:24:00.500005,0
15.9,23.0,2025-05-17 17:45:00.600045,3
47.7,16.8,2025-05-17 17:51:00.600088,53
4.8,54.0,2025-05-17 18:08:00.530003,0
41.0,78.9,2025-05-17 18:14:00.200040,42
46.9,22.6,2025-05-17 18:18:00.500088,51
18.8,35.1,2025-05-17 18:31:00.700015,3
43.0,53.5,2025-05-17 18:37:00.500015,48
1.3,73.0,2025-05-17 18:38:00.830009,0
19.4,57.3,2025-05-17 18:39:00.900059,0
44.7,32.8,2025-05-17 18:44:00.100064,51
12.0,33.4,2025-05-17 18:45:00.900026,1
16.9,19.6,2025-05-17 18:56:00.900032,5
34.9,28.5,2025-05-17 18:59:00.600039,8
46.3,29.2,2025-05-17 19:04:00.500056,51
12.8,36.4,2025-05-17 19:13:00.200017,1
38.4,48.1,2025-05-17 19:18:00.700046,15
41.0,79.9,2025-05-17 19:40:00.600047,42
46.5,77.3,2025-05-17 19:58:00.600079,42
2.6,84.5,2025-05-17 20:22:00.990002,0
46.9,98.4,2025-05-17 20:34:00.700048,40
6.3,64.6,2025-05-17 20:47:00.600004,0
10.0,33.4,2025-05-17 20:52:00.000004,1
37.3,97.0,2025-05-17 21:17:00.600067,7
29.7,85.7,2025-05-17 21:20:00.700056,0
0.4,13.3,2025-05-17 21:33:00.870001,3
29.8,44.6,2025-05-17 21:35:00.000080,3
44.5,36.9,2025-05-17 21:53:00.200046,51
21.6,57.0,2025-05-17 22:23:00.800054,0
13.7,90.9,2025-05-17 23:34:00.400092,0
23.2,47.7,2025-05-17 23:41:00.600048,0
42.5,37.8,2025-05-17 23:57:00.300085,51
40.9,20.9,2025-05-18 00:31:00.500074,51
9.1,94.6,2025-05-18 00:46:00.990001,0
42.1,44.5,2025-05-18 00:49:00.300006,48
31.9,93.9,2025-05-18 00:51:00.600027,0
10.6,15.3,2025-05-18 01:17:00.600024,3
26.9,22.7,2025-05-18 01:29:00.500042,6
9.4,89.3,2025-05-18 02:11:00.000006,0
0.4,82.7,2025-05-18 02:16:00.920005,0
25.8,59.8,2025-05-18 02:18:00.900053,3
33.6,48.4,2025-05-18 02:22:00.500014,5
5.8,19.2,2025-05-18 02:24:00.810008,3
37.7,29.7,2025-05-18 02:28:00.700054,18
1.4,97.2,2025-05-18 02:34:00.560007,0
49.0,43.7,2025-05-18 02:55:00.000072,48
1.3,74.7,2025-05-18 03:40:00.000009,0
41.6,21.1,2025-05-18 03:55:00.500072,51
6.8,83.2,2025-05-18 04:01:00.560001,0
46.1,80.4,2025-05-18 04:20:00.100021,40
10.0,46.6,2025-05-18 05:02:00.600086,0
30.0,24.3,2025-05-18 05:08:00.900085,8
10.5,35.2,2025-05-18 05:16:00.500012,1
25.5,55.5,2025-05-18 05:18:00.900089,3
40.7,77.0,2025-05-18 05:20:00.400040,42
45.7,84.1,2025-05-18 05:47:00.000037,40
12.7,39.5,2025-05-18 05:57:00.700001,1
25.0,11.3,2025-05-18 05:59:00.500090,8
45.2,13.9,2025-05-18 06:19:00.300044,53
16.1,60.7,2025-05-18 06:22:00.900065,0
25.9,68.2,2025-05-18 06:26:00.300037,0
26.4,30.4,2025-05-18 06:28:00.900060,6
10.1,90.7,2025-05-18 06:36:00.700001,0
13.2,35.0,2025-05-18 06:53:00.100083,1
20.6,22.4,2025-05-18 06:56:00.000066,3
25.4,69.2,2025-05-18 07:10:00.000016,0
39.3,73.3,2025-05-18 07:11:00.300082,9
7.4,50.6,2025-05-18 07:15:00.360007,0
1.9,11.6,2025-05-18 07:33:00.900003,3
22.0,32.5,2025-05-18 07:58:00.300015,3
34.2,74.5,2025-05-18 08:02:00.400096,0
44.8,77.7,2025-05-18 08:11:00.800007,42
2.4,43.1,2025-05-18 08:37:00.720000,0
13.7,44.4,2025-05-18 08:38:00.300044,0
8.0,18.7,2025-05-18 08:46:00.950007,3
26.0,74.1,2025-05-18 08:53:00.500052,0
35.1,50.1,2025-05-18 08:58:00.900007,15
26.1,56.0,2025-05-18 09:12:00.900088,3
34.6,14.3,2025-05-18 09:15:00.400072,10
35.5,61.8,2025-05-18 09:17:00.100014,9
9.9,14.4,2025-05-18 09:23:00.090009,3
5.4,56.7,2025-05-18 09:26:00.880004,0
37.9,39.8,2025-05-18 09:39:00.400037,18
19.0,93.1,2025-05-18 09:52:00.300044,0
10.7,19.2,2025-05-18 09:57:00.300048,3
17.2,76.4,2025-05-18 10:00:00.100038,0
31.3,47.0,2025-05-18 10:10:00.800027,5
48.2,75.4,2025-05-18 10:11:00.300023,42
3.1,76.3,2025-05-18 10:18:00.840005,0
1.2,67.9,2025-05-18 10:22:00.300001,0
10.5,72.0,2025-05-18 10:23:00.200093,0
15.5,87.7,2025-05-18 10:26:00.900056,0
16.8,65.2,2025-05-18 10:45:00.500028,0
14.3,91.6,2025-05-18 10:53:00.800033,0
39.0,31.7,2025-05-18 10:56:00.900067,18
47.4,41.8,2025-05-18 10:59:00.200091,48
32.6,76.1,2025-05-18 11:52:00.000073,0
1.1,95.3,2025-05-18 12:22:00.770004,0
17.2,26.9,2025-05-18 12:34:00.400083,3
42.5,72.6,2025-05-18 12:38:00.000015,42
4.3,20.4,2025-05-18 12:48:00.520005,1
35.8,16.7,2025-05-18 13:05:00.300035,20
45.9,76.0,2025-05-18 13:21:00.700092,42
16.8,42.3,2025-05-18 13:23:00.800072,0
25.3,42.1,2025-05-18 13:36:00.500015,3
39.2,96.8,2025-05-18 13:41:00.900024,7
29.2,49.7,2025-05-18 13:43:00.100026,3
11.1,68.2,2025-05-18 13:56:00.800023,0
34.3,71.0,2025-05-18 13:57:00.500017,0
1.3,90.0,2025-05-18 14:03:00.120008,0
16.9,76.2,2025-05-18 14:14:00.500010,0
38.0,67.9,2025-05-18 14:24:00.400022,9
19.7,64.1,2025-05-18 14:47:00.300084,0
2.0,77.8,2025-05-18 14:50:00.880002,0
5.0,45.3,2025-05-18 14:57:00.230001,0
5.2,84.5,2025-05-18 15:12:00.950008,0
27.5,71.5,2025-05-18 15:19:00.800024,0
34.1,84.9,2025-05-18 15:31:00.100094,0
6.6,68.7,2025-05-18 15:43:00.060004,0
28.8,12.7,2025-05-18 15:49:00.800032,8
10.1,33.8,2025-05-18 15:58:00.600014,1
3.6,41.6,2025-05-18 16:01:00.270006,0
1.4,59.2,2025-05-18 16:03:00.660009,0
10.6,35.5,2025-05-18 16:06:00.200023,1
45.5,54.8,2025-05-18 16:25:00.800000,48
13.5,63.3,2025-05-18 16:37:00.900043,0
10.1,16.6,2025-05-18 16:54:00.200077,3
1.0,94.7,2025-05-18 17:37:00.980009,0
36.2,81.2,2025-05-18 17:41:00.600093,7
49.0,92.9,2025-05-18 17:56:00.300065,40
36.8,71.8,2025-05-18 18:02:00.500015,9
16.8,19.3,2025-05-18 18:05:00.200014,5
28.7,61.3,2025-05-18 18:12:00.400038,0
47.6,49.4,2025-05-18 18:21:00.400027,48
34.5,61.2,2025-05-18 18:30:00.700028,0
8.8,62.7,2025-05-18 18:32:00.390005,0
27.0,54.0,2025-05-18 18:34:00.200008,3
25.7,24.6,2025-05-18 18:36:00.500000,6
23.2,63.9,2025-05-18 18:51:00.400062,0
24.5,53.5,2025-05-18 18:53:00.500085,0
3.9,27.0,2025-05-18 19:07:00.220006,1
16.0,47.3,2025-05-18 19:10:00.300074,0
29.7,86.8,2025-05-18 19:26:00.400099,0
8.0,11.3,2025-05-18 19:31:00.940007,3
22.5,48.5,2025-05-18 19:47:00.000092,0
27.6,84.2,2025-05-18 19:50:00.400059,0
40.1,18.9,2025-05-18 19:58:00.500076,53
46.7,19.8,2025-05-18 20:26:00.300020,53
31.7,69.8,2025-05-18 20:35:00.000009,0
34.0,33.6,2025-05-18 20:48:00.900013,8
16.5,58.8,2025-05-18 21:47:00.300002,0
10.0,11.8,2025-05-18 21:57:00.300021,3
28.1,51.4,2025-05-18 22:08:00.800016,3
32.8,23.1,2025-05-18 22:30:00.400055,8
42.0,23.0,2025-05-18 22:41:00.200077,51
44.6,50.0,2025-05-18 22:53:00.500097,48
27.5,89.8,2025-05-18 22:59:00.500037,0
15.0,26.2,2025-05-18 23:01:00.700029,1
22.3,31.7,2025-05-18 23:20:00.300092,3
26.4,34.5,2025-05-18 23:25:00.900016,6
43.2,64.1,2025-05-18 23:30:00.000094,42
0.0,81.7,2025-05-18 23:33:00.750005,0
16.5,38.5,2025-05-18 23:54:00.900058,3
19.2,66.1,2025-05-18 23:56:00.100006,0
22.1,65.9,2025-05-19 00:04:00.300089,0
7.3,96.3,2025-05-19 00:09:00.750009,0
36.5,32.3,2025-05-19 00:10:00.500025,18
36.2,61.2,2025-05-19 00:14:00.600072,9
5.5,25.9,2025-05-19 00:17:00.070000,1
2.1,82.0,2025-05-19 00:33:00.660003,0
27.6,38.2,2025-05-19 00:37:00.900068,6
6.3,53.1,2025-05-19 00:38:00.580006,0
26.3,72.5,2025-05-19 00:52:00.300075,0
48.5,48.7,2025-05-19 01:10:00.700026,48
20.3,42.9,2025-05-19 01:15:00.300067,0
41.3,23.9,2025-05-19 01:21:00.000050,51
17.2,74.5,2025-05-19 01:33:00.800097,0
0.8,35.8,2025-05-19 01:38:00.140002,1
32.1,26.5,2025-05-19 01:42:00.400018,8
15.1,53.3,2025-05-19 01:57:00.500047,0
21.1,19.4,2025-05-19 02:08:00.400099,5
46.9,13.9,2025-05-19 02:17:00.800085,53
37.5,16.4,2025-05-19 02:37:00.900087,20
23.4,25.6,2025-05-19 02:45:00.100066,3
7.1,21.2,2025-05-19 03:09:00.740007,1
22.6,55.9,2025-05-19 03:40:00.200059,0
6.7,97.2,2025-05-19 03:41:00.190001,0
12.9,50.8,2025-05-19 03:42:00.200001,0
10.8,54.0,2025-05-19 04:13:00.700073,0
37.8,56.4,2025-05-19 04:19:00.100084,15
14.3,32.1,2025-05-19 04:27:00.100057,1
37.9,20.5,2025-05-19 04:29:00.700057,18
18.5,23.5,2025-05-19 05:10:00.600021,3
12.9,23.6,2025-05-19 05:30:00.000098,1
44.3,75.1,2025-05-19 05:34:00.200040,42
28.0,30.0,2025-05-19 05:50:00.400090,6
25.5,56.4,2025-05-19 05:55:00.200001,3
29.5,15.3,2025-05-19 06:22:00.600033,8
48.6,51.4,2025-05-19 06:37:00.500008,48
46.3,10.9,2025-05-19 06:50:00.600028,53
12.4,19.3,2025-05-19 07:01:00.000095,3
38.5,38.5,2025-05-19 07:16:00.700045,18
42.0,84.1,2025-05-19 07:41:00.400089,40
33.4,69.3,2025-05-19 07:42:00.500078,0
35.0,70.0,2025-05-19 08:00:00.800087,9
19.3,70.8,2025-05-19 08:05:00.200017,0
44.9,39.6,2025-05-19 08:10:00.500026,51
47.2,11.2,2025-05-19 08:13:00.200072,53
17.5,21.8,2025-05-19 08:22:00.200018,3
6.3,82.6,2025-05-19 08:58:00.780005,0
45.9,79.2,2025-05-19 09:05:00.800082,42
48.8,29.3,2025-05-19 09:38:00.600058,51
7.0,56.3,2025-05-19 09:39:00.330001,0
41.5,13.5,2025-05-19 09:45:00.800055,53
49.8,63.6,2025-05-19 09:51:00.400052,42
48.9,42.5,2025-05-19 09:57:00.100051,48
22.9,77.0,2025-05-19 09:58:00.300046,0
39.6,30.7,2025-05-19 10:07:00.800015,18
46.5,87.2,2025-05-19 10:18:00.400013,40
0.9,21.4,2025-05-19 10:22:00.520006,1
24.8,51.0,2025-05-19 10:23:00.400030,0
35.4,18.0,2025-05-19 10:26:00.300078,20
32.2,64.9,2025-05-19 10:42:00.900097,0
11.7,58.3,2025-05-19 10:55:00.800094,0
11.1,23.1,2025-05-19 10:57:00.400027,1
28.7,97.0,2025-05-19 11:02:00.800065,0
11.8,41.6,2025-05-19 11:13:00.900022,0
12.8,33.7,2025-05-19 11:20:00.000083,1
20.2,72.5,2025-05-19 11:33:00.100091,0
1.9,95.2,2025-05-19 12:24:00.040000,0
2.3,88.4,2025-05-19 12:50:00.860003,0
44.7,56.7,2025-05-19 13:00:00.800035,48
6.8,60.3,2025-05-19 13:26:00.770002,0
31.4,86.3,2025-05-19 13:28:00.300008,0
27.5,46.6,2025-05-19 13:34:00.300077,3
41.9,97.3,2025-05-19 13:38:00.100035,40
32.3,87.8,2025-05-19 13:56:00.700089,0
29.9,71.4,2025-05-19 13:57:00.100005,0
34.4,72.7,2025-05-19 14:05:00.500018,0
16.1,61.2,2025-05-19 14:09:00.900017,0
29.7,38.0,2025-05-19 14:17:00.800013,6
17.5,77.8,2025-05-19 14:29:00.500041,0
29.1,23.3,2025-05-19 14:32:00.100025,6
41.9,88.6,2025-05-19 14:43:00.300056,40
23.3,28.6,2025-05-19 15:08:00.300099,3
47.4,88.5,2025-05-19 15:10:00.000078,40
12.2,18.5,2025-05-19 15:28:00.300088,3
22.0,70.2,2025-05-19 15:32:00.500078,0
8.8,55.7,2025-05-19 15:36:00.530004,0
21.3,89.3,2025-05-19 15:44:00.700000,0
21.5,57.5,2025-05-19 15:46:00.000073,0
47.8,36.7,2025-05-19 15:50:00.000004,51
14.4,81.2,2025-05-19 16:05:00.900018,0
13.9,84.0,2025-05-19 16:18:00.400062,0
4.8,19.9,2025-05-19 16:25:00.080001,3
45.1,58.1,2025-05-19 16:48:00.500036,48
35.9,30.1,2025-05-19 16:57:00.700075,18
8.3,84.3,2025-05-19 17:05:00.990000,0
17.9,50.5,2025-05-19 17:25:00.400004,0
1.4,44.3,2025-05-19 17:34:00.510003,0
38.5,83.1,2025-05-19 17:39:00.200077,7
34.9,71.6,2025-05-19 18:02:00.800039,0
25.3,57.9,2025-05-19 18:44:00.800054,3
37.1,32.0,2025-05-19 18:48:00.200023,18
11.6,94.5,2025-05-19 18:55:00.500083,0
1.4,22.4,2025-05-19 18:58:00.060007,1
28.5,75.7,2025-05-19 19:10:00.300019,0
26.9,41.6,2025-05-19 19:19:00.600005,3
48.9,72.6,2025-05-19 19:53:00.000018,42
41.6,13.6,2025-05-19 20:22:00.600039,53
11.8,43.3,2025-05-19 20:23:00.300042,0
9.1,16.5,2025-05-19 20:30:00.590003,3
11.3,57.5,2025-05-19 20:58:00.700065,0
34.8,78.9,2025-05-19 21:06:00.900048,0
2.1,48.1,2025-05-19 21:07:00.730002,0
6.1,48.4,2025-05-19 21:12:00.340002,0
21.7,54.3,2025-05-19 21:40:00.000096,0
44.6,81.7,2025-05-19 21:51:00.000051,40
31.8,88.8,2025-05-19 21:52:00.100074,0
33.9,82.9,2025-05-19 21:53:00.300037,0
28.2,56.7,2025-05-19 22:29:00.600093,3
36.2,11.8,2025-05-19 22:42:00.900039,20
34.5,93.2,2025-05-19 22:44:00.300052,0
35.7,13.3,2025-05-19 23:05:00.300090,20
18.9,82.1,2025-05-19 23:18:00.100014,0
47.9,42.9,2025-05-19 23:24:00.300047,48
42.1,86.9,2025-05-19 23:25:00.000000,40
6.2,85.3,2025-05-19 23:33:00.060002,0
16.2,62.8,2025-05-19 23:35:00.700059,0
26.9,69.0,2025-05-19 23:36:00.700042,0
37.0,49.2,2025-05-19 23:46:00.200025,15
44.4,82.0,2025-05-19 23:50:00.400022,40
39.3,50.8,2025-05-19 23:54:00.000018,15
1.9,53.8,2025-05-19 23:57:00.030000,0
